soa,relationproportion,lexicality,relation,prime,target,item,participant,sex,age,bilingualism,SPQPos,SPQNeg,SPQDis,OLIFEPos,OLIFENeg,OLIFEDis,OLIFEImp,reactiontime
long,NA,word,related,far,MEDIUM,32158,IA25,Mujer,22,10,16,9,6,2,1,2,1,557.39
long,NA,word,related,far,MEDIUM,32158,IA36,Mujer,20,9,16,21,15,3,2,5,3,627.07
long,NA,word,related,far,MEDIUM,32158,IB19,Mujer,20,4,13,16,6,0,2,1,5,NA
long,NA,word,related,planet,SEA,32159,IA06,Mujer,20,13,9,12,9,0,2,4,0,504.58
long,NA,word,related,planet,SEA,32159,IA16,Mujer,19,12,15,12,10,1,1,5,0,493.39
long,NA,word,related,planet,SEA,32159,IA21,Mujer,19,16,30,29,16,5,6,5,7,794.26
long,NA,word,related,planet,SEA,32159,IA29,Mujer,20,13,14,17,7,1,2,1,2,618.32
long,NA,word,related,planet,SEA,32159,IA30,Mujer,20,10,13,18,10,3,2,4,0,430.8
long,NA,word,related,planet,SEA,32159,IA34,Mujer,20,12,9,19,8,0,1,2,0,409.66
long,NA,word,related,planet,SEA,32159,IA40,Mujer,20,20,19,27,15,2,5,6,2,466.01
long,NA,word,related,planet,SEA,32159,IA41,Mujer,18,20,16,22,13,4,3,9,2,774.17
long,NA,word,related,planet,SEA,32159,IB02,Mujer,19,14,21,17,24,5,2,4,0,441.25
long,NA,word,related,planet,SEA,32159,IB15,Mujer,19,9,13,20,7,0,2,4,0,389.01
long,NA,word,related,planet,SEA,32159,IB16,Hombre,17,13,20,19,10,8,3,3,1,401.81
long,NA,word,related,planet,SEA,32159,IB17,Mujer,23,14,14,15,12,3,2,2,1,559.85
long,NA,word,related,planet,SEA,32159,IB20,Hombre,19,17,24,36,26,3,5,11,5,492.36
long,NA,word,related,planet,SEA,32159,IB21,Mujer,20,12,12,24,10,0,4,1,2,642.72
long,NA,word,related,planet,SEA,32159,IB23,Mujer,19,12,17,18,14,2,1,1,1,572.71
long,NA,word,related,planet,SEA,32159,IB26,Mujer,18,4,13,22,9,0,2,2,0,529.19
long,NA,word,related,planet,SEA,32159,IB27,Mujer,20,20,16,21,13,1,1,7,2,423.76
long,NA,word,related,planet,SEA,32159,IB29,Mujer,18,7,17,20,9,3,4,4,2,859.54
long,NA,word,related,planet,SEA,32159,IB32,Mujer,18,13,28,20,15,3,2,4,3,488.98
long,NA,word,related,planet,SEA,32159,IB39,Mujer,19,11,16,14,9,3,1,2,0,489.1
long,NA,word,related,planet,SEA,32159,IA02,Mujer,17,13,9,16,7,0,3,3,0,490.78
long,NA,word,related,planet,SEA,32159,IA09,Mujer,18,9,8,17,9,1,3,4,3,457.93
long,NA,word,related,planet,SEA,32159,IA14,Hombre,19,8,13,13,15,1,1,1,3,500.39
long,NA,word,related,planet,SEA,32159,IA15,Mujer,18,16,17,25,22,6,6,8,2,921.23
long,NA,word,related,planet,SEA,32159,IB10,Mujer,19,10,16,11,8,3,1,0,1,563.43
long,NA,word,related,planet,SEA,32159,IB25,Mujer,19,4,13,8,8,1,1,3,3,707.8
long,NA,word,related,planet,SEA,32159,IB30,Mujer,19,15,12,28,8,0,4,4,0,470.34
long,NA,word,related,planet,SEA,32159,IB31,Mujer,24,20,18,14,8,1,2,1,0,520.55
long,NA,word,related,planet,SEA,32159,IB33,Mujer,20,12,25,31,22,1,8,8,5,551.76
long,NA,word,related,planet,SEA,32159,IB38,Mujer,18,15,20,19,13,3,1,7,3,437.43
long,NA,word,related,planet,SEA,32159,IA03,Mujer,19,20,10,19,9,0,2,5,2,729.88
long,NA,word,related,planet,SEA,32159,IA05,Hombre,20,12,18,26,8,4,3,2,0,408.42
long,NA,word,related,planet,SEA,32159,IA08,Mujer,19,10,17,19,10,1,3,6,0,588.01
long,NA,word,related,planet,SEA,32159,IA13,Mujer,22,11,17,9,8,4,2,5,4,440.3
long,NA,word,related,planet,SEA,32159,IA28,Mujer,20,4,14,13,10,0,2,2,3,694.17
long,NA,word,related,planet,SEA,32159,IA35,Mujer,18,15,23,14,19,7,1,7,4,607.83
long,NA,word,related,planet,SEA,32159,IB03,Mujer,18,17,16,14,13,3,1,6,3,623.97
long,NA,word,related,planet,SEA,32159,IB04,Mujer,23,11,14,13,9,2,2,5,1,487.9
long,NA,word,related,planet,SEA,32159,IB05,Mujer,18,12,28,20,12,4,2,3,2,960.93
long,NA,word,related,planet,SEA,32159,IB37,Mujer,20,14,24,29,13,3,8,5,4,419.27
long,NA,word,related,planet,SEA,32159,IA11,Mujer,19,8,20,21,16,4,2,10,4,494.3
long,NA,word,related,planet,SEA,32159,IA24,Mujer,22,20,10,11,8,0,3,1,1,580.62
long,NA,word,related,planet,SEA,32159,IA32,Mujer,19,11,15,20,9,3,3,5,0,563.84
long,NA,word,related,planet,SEA,32159,IA37,Mujer,20,9,14,28,14,2,5,9,3,1103.31
long,NA,word,related,planet,SEA,32159,IA44,Mujer,18,4,20,24,17,3,6,10,2,689.6
long,NA,word,related,planet,SEA,32159,IB06,Mujer,17,14,14,28,20,5,5,6,4,543.11
long,NA,word,related,planet,SEA,32159,IB22,Hombre,18,13,22,24,17,7,2,8,5,677.42
long,NA,word,related,planet,SEA,32159,IB34,Mujer,18,14,14,26,15,1,6,5,5,582.98
long,NA,word,related,planet,SEA,32159,IB35,Mujer,19,12,29,26,11,5,3,4,2,568.11
long,NA,word,related,planet,SEA,32159,IA20,Mujer,20,12,18,15,12,1,1,5,1,409.55
long,NA,word,related,planet,SEA,32159,IA31,Mujer,18,15,21,21,11,3,1,4,1,467.18
long,NA,word,related,planet,SEA,32159,IA42,Hombre,18,11,11,12,8,0,1,4,2,478.71
long,NA,word,related,planet,SEA,32159,IB14,Mujer,19,7,29,15,11,3,1,4,2,392.06
long,NA,word,related,planet,SEA,32159,IB28,Mujer,20,12,21,12,13,1,2,1,1,548.44
long,NA,word,related,planet,SEA,32159,IA12,Mujer,21,14,16,17,19,1,5,4,2,492.99
long,NA,word,related,planet,SEA,32159,IA27,Mujer,21,14,17,26,17,1,3,9,0,1367.59
long,NA,word,related,planet,SEA,32159,IA39,Mujer,24,4,17,18,14,0,1,1,1,633.64
long,NA,word,related,planet,SEA,32159,IA45,Mujer,22,20,15,13,13,1,1,2,1,540.12
long,NA,word,related,planet,SEA,32159,IB18,Mujer,21,12,19,13,18,3,1,3,4,509.53
long,NA,word,related,planet,SEA,32159,IB24,Mujer,20,14,27,16,17,5,3,10,5,383.51
long,NA,word,related,planet,SEA,32159,IB36,Hombre,25,9,21,13,15,3,0,1,5,732.05
long,NA,word,related,planet,SEA,32159,IA18,Mujer,19,6,18,14,11,3,2,3,2,416.09
long,NA,word,related,planet,SEA,32159,IA33,Mujer,18,11,26,24,14,7,2,0,1,687.96
long,NA,word,related,planet,SEA,32159,IB08,Mujer,18,4,22,18,11,4,1,3,3,529.92
long,NA,word,related,planet,SEA,32159,IB13,Mujer,19,16,31,24,14,4,1,4,1,521.08
long,NA,word,related,planet,SEA,32159,IA38,Mujer,23,8,10,22,10,3,4,3,1,448.36
long,NA,word,related,planet,SEA,32159,IA43,Mujer,20,10,30,18,16,8,2,7,4,413.19
long,NA,word,related,planet,SEA,32159,IB40,Mujer,20,13,13,9,11,2,2,0,1,451.51
long,NA,word,related,planet,SEA,32159,IB41,Mujer,21,9,25,23,14,7,2,8,3,1069.95
long,NA,word,related,planet,SEA,32159,IB42,Mujer,20,8,20,13,8,3,3,3,1,813.94
long,NA,word,related,planet,SEA,32159,IA01,Mujer,23,14,13,9,6,2,1,1,2,533.43
long,NA,word,related,planet,SEA,32159,IA22,Hombre,22,20,15,23,12,0,1,0,0,406.85
long,NA,word,related,planet,SEA,32159,IA07,Mujer,18,18,24,28,19,3,2,8,1,500.47
long,NA,word,related,planet,SEA,32159,IA10,Mujer,19,12,15,23,14,1,1,6,1,762.4
long,NA,word,related,planet,SEA,32159,IA26,Mujer,18,12,23,27,19,5,4,5,3,402.97
long,NA,word,related,planet,SEA,32159,IB07,Mujer,22,16,20,20,16,5,1,4,3,593.27
long,NA,word,related,planet,SEA,32159,IA25,Mujer,22,10,16,9,6,2,1,2,1,386.79
long,NA,word,related,planet,SEA,32159,IA36,Mujer,20,9,16,21,15,3,2,5,3,617.94
long,NA,word,related,planet,SEA,32159,IB19,Mujer,20,4,13,16,6,0,2,1,5,411.63
long,NA,word,related,Devil,SKY,32160,IA06,Mujer,20,13,9,12,9,0,2,4,0,561.36
long,NA,word,related,Devil,SKY,32160,IA16,Mujer,19,12,15,12,10,1,1,5,0,486.14
long,NA,word,related,Devil,SKY,32160,IA21,Mujer,19,16,30,29,16,5,6,5,7,633.42
long,NA,word,related,Devil,SKY,32160,IA29,Mujer,20,13,14,17,7,1,2,1,2,644.97
long,NA,word,related,Devil,SKY,32160,IA30,Mujer,20,10,13,18,10,3,2,4,0,446.79
long,NA,word,related,Devil,SKY,32160,IA34,Mujer,20,12,9,19,8,0,1,2,0,580.85
long,NA,word,related,Devil,SKY,32160,IA40,Mujer,20,20,19,27,15,2,5,6,2,413
long,NA,word,related,Devil,SKY,32160,IA41,Mujer,18,20,16,22,13,4,3,9,2,416.08
long,NA,word,related,Devil,SKY,32160,IB02,Mujer,19,14,21,17,24,5,2,4,0,377.62
long,NA,word,related,Devil,SKY,32160,IB15,Mujer,19,9,13,20,7,0,2,4,0,431.59
long,NA,word,related,Devil,SKY,32160,IB16,Hombre,17,13,20,19,10,8,3,3,1,439.18
long,NA,word,related,Devil,SKY,32160,IB17,Mujer,23,14,14,15,12,3,2,2,1,735.8
long,NA,word,related,Devil,SKY,32160,IB20,Hombre,19,17,24,36,26,3,5,11,5,519.02
long,NA,word,related,Devil,SKY,32160,IB21,Mujer,20,12,12,24,10,0,4,1,2,600.02
long,NA,word,related,Devil,SKY,32160,IB23,Mujer,19,12,17,18,14,2,1,1,1,585.66
long,NA,word,related,Devil,SKY,32160,IB26,Mujer,18,4,13,22,9,0,2,2,0,525.02
long,NA,word,related,Devil,SKY,32160,IB27,Mujer,20,20,16,21,13,1,1,7,2,380.11
long,NA,word,related,Devil,SKY,32160,IB29,Mujer,18,7,17,20,9,3,4,4,2,792.15
long,NA,word,related,Devil,SKY,32160,IB32,Mujer,18,13,28,20,15,3,2,4,3,633.05
long,NA,word,related,Devil,SKY,32160,IB39,Mujer,19,11,16,14,9,3,1,2,0,539.76
long,NA,word,related,Devil,SKY,32160,IA02,Mujer,17,13,9,16,7,0,3,3,0,687.61
long,NA,word,related,Devil,SKY,32160,IA09,Mujer,18,9,8,17,9,1,3,4,3,554.05
long,NA,word,related,Devil,SKY,32160,IA14,Hombre,19,8,13,13,15,1,1,1,3,585.77
long,NA,word,related,Devil,SKY,32160,IA15,Mujer,18,16,17,25,22,6,6,8,2,685.92
long,NA,word,related,Devil,SKY,32160,IB10,Mujer,19,10,16,11,8,3,1,0,1,648.82
long,NA,word,related,Devil,SKY,32160,IB25,Mujer,19,4,13,8,8,1,1,3,3,935.28
long,NA,word,related,Devil,SKY,32160,IB30,Mujer,19,15,12,28,8,0,4,4,0,488.16
long,NA,word,related,Devil,SKY,32160,IB31,Mujer,24,20,18,14,8,1,2,1,0,552.56
long,NA,word,related,Devil,SKY,32160,IB33,Mujer,20,12,25,31,22,1,8,8,5,663.75
long,NA,word,related,Devil,SKY,32160,IB38,Mujer,18,15,20,19,13,3,1,7,3,484.39
long,NA,word,related,Devil,SKY,32160,IA03,Mujer,19,20,10,19,9,0,2,5,2,481.83
long,NA,word,related,Devil,SKY,32160,IA05,Hombre,20,12,18,26,8,4,3,2,0,517.15
long,NA,word,related,Devil,SKY,32160,IA08,Mujer,19,10,17,19,10,1,3,6,0,486.79
long,NA,word,related,Devil,SKY,32160,IA13,Mujer,22,11,17,9,8,4,2,5,4,600.25
long,NA,word,related,Devil,SKY,32160,IA28,Mujer,20,4,14,13,10,0,2,2,3,667.71
long,NA,word,related,Devil,SKY,32160,IA35,Mujer,18,15,23,14,19,7,1,7,4,577.36
long,NA,word,related,Devil,SKY,32160,IB03,Mujer,18,17,16,14,13,3,1,6,3,890.62
long,NA,word,related,Devil,SKY,32160,IB04,Mujer,23,11,14,13,9,2,2,5,1,514.81
long,NA,word,related,Devil,SKY,32160,IB05,Mujer,18,12,28,20,12,4,2,3,2,683.57
long,NA,word,related,Devil,SKY,32160,IB37,Mujer,20,14,24,29,13,3,8,5,4,468.84
long,NA,word,related,Devil,SKY,32160,IA11,Mujer,19,8,20,21,16,4,2,10,4,696.95
long,NA,word,related,Devil,SKY,32160,IA24,Mujer,22,20,10,11,8,0,3,1,1,1140.82
long,NA,word,related,Devil,SKY,32160,IA32,Mujer,19,11,15,20,9,3,3,5,0,406.17
long,NA,word,related,Devil,SKY,32160,IA37,Mujer,20,9,14,28,14,2,5,9,3,457.2
long,NA,word,related,Devil,SKY,32160,IA44,Mujer,18,4,20,24,17,3,6,10,2,485.44
long,NA,word,related,Devil,SKY,32160,IB06,Mujer,17,14,14,28,20,5,5,6,4,479.11
long,NA,word,related,Devil,SKY,32160,IB22,Hombre,18,13,22,24,17,7,2,8,5,735.94
long,NA,word,related,Devil,SKY,32160,IB34,Mujer,18,14,14,26,15,1,6,5,5,502.95
long,NA,word,related,Devil,SKY,32160,IB35,Mujer,19,12,29,26,11,5,3,4,2,552.1
long,NA,word,related,Devil,SKY,32160,IA20,Mujer,20,12,18,15,12,1,1,5,1,486.78
long,NA,word,related,Devil,SKY,32160,IA31,Mujer,18,15,21,21,11,3,1,4,1,531.33
long,NA,word,related,Devil,SKY,32160,IA42,Hombre,18,11,11,12,8,0,1,4,2,761.51
long,NA,word,related,Devil,SKY,32160,IB14,Mujer,19,7,29,15,11,3,1,4,2,402.89
long,NA,word,related,Devil,SKY,32160,IB28,Mujer,20,12,21,12,13,1,2,1,1,554.7
long,NA,word,related,Devil,SKY,32160,IA12,Mujer,21,14,16,17,19,1,5,4,2,1666.33
long,NA,word,related,Devil,SKY,32160,IA27,Mujer,21,14,17,26,17,1,3,9,0,1271.64
long,NA,word,related,Devil,SKY,32160,IA39,Mujer,24,4,17,18,14,0,1,1,1,612.93
long,NA,word,related,Devil,SKY,32160,IA45,Mujer,22,20,15,13,13,1,1,2,1,723.21
long,NA,word,related,Devil,SKY,32160,IB18,Mujer,21,12,19,13,18,3,1,3,4,568.53
long,NA,word,related,Devil,SKY,32160,IB24,Mujer,20,14,27,16,17,5,3,10,5,377.56
long,NA,word,related,Devil,SKY,32160,IB36,Hombre,25,9,21,13,15,3,0,1,5,865.78
long,NA,word,related,Devil,SKY,32160,IA18,Mujer,19,6,18,14,11,3,2,3,2,464.75
long,NA,word,related,Devil,SKY,32160,IA33,Mujer,18,11,26,24,14,7,2,0,1,1194.89
long,NA,word,related,Devil,SKY,32160,IB08,Mujer,18,4,22,18,11,4,1,3,3,521.46
long,NA,word,related,Devil,SKY,32160,IB13,Mujer,19,16,31,24,14,4,1,4,1,377.06
long,NA,word,related,Devil,SKY,32160,IA38,Mujer,23,8,10,22,10,3,4,3,1,503.6
long,NA,word,related,Devil,SKY,32160,IA43,Mujer,20,10,30,18,16,8,2,7,4,577.61
long,NA,word,related,Devil,SKY,32160,IB40,Mujer,20,13,13,9,11,2,2,0,1,702.36
long,NA,word,related,Devil,SKY,32160,IB41,Mujer,21,9,25,23,14,7,2,8,3,376.16
long,NA,word,related,Devil,SKY,32160,IB42,Mujer,20,8,20,13,8,3,3,3,1,NA
long,NA,word,related,Devil,SKY,32160,IA01,Mujer,23,14,13,9,6,2,1,1,2,403.46
long,NA,word,related,Devil,SKY,32160,IA22,Hombre,22,20,15,23,12,0,1,0,0,348.41
long,NA,word,related,Devil,SKY,32160,IA07,Mujer,18,18,24,28,19,3,2,8,1,547.09
long,NA,word,related,Devil,SKY,32160,IA10,Mujer,19,12,15,23,14,1,1,6,1,644.78
long,NA,word,related,Devil,SKY,32160,IA26,Mujer,18,12,23,27,19,5,4,5,3,525.21
long,NA,word,related,Devil,SKY,32160,IB07,Mujer,22,16,20,20,16,5,1,4,3,705.29
long,NA,word,related,Devil,SKY,32160,IA25,Mujer,22,10,16,9,6,2,1,2,1,509.59
long,NA,word,related,Devil,SKY,32160,IA36,Mujer,20,9,16,21,15,3,2,5,3,458.6
long,NA,word,related,Devil,SKY,32160,IB19,Mujer,20,4,13,16,6,0,2,1,5,630.26
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IA06,Mujer,20,13,9,12,9,0,2,4,0,664.7
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IA16,Mujer,19,12,15,12,10,1,1,5,0,682.36
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IA21,Mujer,19,16,30,29,16,5,6,5,7,654.39
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IA29,Mujer,20,13,14,17,7,1,2,1,2,728.97
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IA30,Mujer,20,10,13,18,10,3,2,4,0,724.85
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IA34,Mujer,20,12,9,19,8,0,1,2,0,615.03
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IA40,Mujer,20,20,19,27,15,2,5,6,2,552.98
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IA41,Mujer,18,20,16,22,13,4,3,9,2,585.1
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IB02,Mujer,19,14,21,17,24,5,2,4,0,656.58
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IB15,Mujer,19,9,13,20,7,0,2,4,0,610.71
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IB16,Hombre,17,13,20,19,10,8,3,3,1,517.86
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IB17,Mujer,23,14,14,15,12,3,2,2,1,585.38
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IB20,Hombre,19,17,24,36,26,3,5,11,5,817.71
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IB21,Mujer,20,12,12,24,10,0,4,1,2,711.77
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IB23,Mujer,19,12,17,18,14,2,1,1,1,526.87
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IB26,Mujer,18,4,13,22,9,0,2,2,0,552.37
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IB27,Mujer,20,20,16,21,13,1,1,7,2,451.92
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IB29,Mujer,18,7,17,20,9,3,4,4,2,622.21
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IB32,Mujer,18,13,28,20,15,3,2,4,3,636.03
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IB39,Mujer,19,11,16,14,9,3,1,2,0,577.32
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IA02,Mujer,17,13,9,16,7,0,3,3,0,727.83
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IA09,Mujer,18,9,8,17,9,1,3,4,3,546.11
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IA14,Hombre,19,8,13,13,15,1,1,1,3,646.17
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IA15,Mujer,18,16,17,25,22,6,6,8,2,622.56
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IB10,Mujer,19,10,16,11,8,3,1,0,1,779.31
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IB25,Mujer,19,4,13,8,8,1,1,3,3,652.45
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IB30,Mujer,19,15,12,28,8,0,4,4,0,527.53
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IB31,Mujer,24,20,18,14,8,1,2,1,0,643.81
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IB33,Mujer,20,12,25,31,22,1,8,8,5,732.02
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IB38,Mujer,18,15,20,19,13,3,1,7,3,501.84
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IA03,Mujer,19,20,10,19,9,0,2,5,2,1616.53
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IA05,Hombre,20,12,18,26,8,4,3,2,0,512.12
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IA08,Mujer,19,10,17,19,10,1,3,6,0,903.17
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IA13,Mujer,22,11,17,9,8,4,2,5,4,638.18
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IA28,Mujer,20,4,14,13,10,0,2,2,3,432.14
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IA35,Mujer,18,15,23,14,19,7,1,7,4,669.88
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IB03,Mujer,18,17,16,14,13,3,1,6,3,678.41
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IB04,Mujer,23,11,14,13,9,2,2,5,1,635.89
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IB05,Mujer,18,12,28,20,12,4,2,3,2,579.65
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IB37,Mujer,20,14,24,29,13,3,8,5,4,471.18
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IA11,Mujer,19,8,20,21,16,4,2,10,4,720.26
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IA24,Mujer,22,20,10,11,8,0,3,1,1,930.4
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IA32,Mujer,19,11,15,20,9,3,3,5,0,588.14
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IA37,Mujer,20,9,14,28,14,2,5,9,3,597.36
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IA44,Mujer,18,4,20,24,17,3,6,10,2,624.27
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IB06,Mujer,17,14,14,28,20,5,5,6,4,626.39
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IB22,Hombre,18,13,22,24,17,7,2,8,5,787.35
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IB34,Mujer,18,14,14,26,15,1,6,5,5,608.32
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IB35,Mujer,19,12,29,26,11,5,3,4,2,786.97
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IA20,Mujer,20,12,18,15,12,1,1,5,1,517.5
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IA31,Mujer,18,15,21,21,11,3,1,4,1,850.43
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IA42,Hombre,18,11,11,12,8,0,1,4,2,515.5
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IB14,Mujer,19,7,29,15,11,3,1,4,2,500.62
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IB28,Mujer,20,12,21,12,13,1,2,1,1,524.92
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IA12,Mujer,21,14,16,17,19,1,5,4,2,753.72
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IA27,Mujer,21,14,17,26,17,1,3,9,0,806.64
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IA39,Mujer,24,4,17,18,14,0,1,1,1,1625.28
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IA45,Mujer,22,20,15,13,13,1,1,2,1,1157.17
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IB18,Mujer,21,12,19,13,18,3,1,3,4,437.35
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IB24,Mujer,20,14,27,16,17,5,3,10,5,568.75
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IB36,Hombre,25,9,21,13,15,3,0,1,5,611.58
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IA18,Mujer,19,6,18,14,11,3,2,3,2,799.59
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IA33,Mujer,18,11,26,24,14,7,2,0,1,1103.94
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IB08,Mujer,18,4,22,18,11,4,1,3,3,1396.96
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IB13,Mujer,19,16,31,24,14,4,1,4,1,508.82
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IA38,Mujer,23,8,10,22,10,3,4,3,1,745.65
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IA43,Mujer,20,10,30,18,16,8,2,7,4,1054.9
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IB40,Mujer,20,13,13,9,11,2,2,0,1,732.8
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IB41,Mujer,21,9,25,23,14,7,2,8,3,497.46
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IB42,Mujer,20,8,20,13,8,3,3,3,1,858.63
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IA01,Mujer,23,14,13,9,6,2,1,1,2,756.96
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IA22,Hombre,22,20,15,23,12,0,1,0,0,500.46
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IA07,Mujer,18,18,24,28,19,3,2,8,1,635.42
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IA10,Mujer,19,12,15,23,14,1,1,6,1,713.07
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IA26,Mujer,18,12,23,27,19,5,4,5,3,744.79
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IB07,Mujer,22,16,20,20,16,5,1,4,3,912.32
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IA25,Mujer,22,10,16,9,6,2,1,2,1,700.98
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IA36,Mujer,20,9,16,21,15,3,2,5,3,604.56
short,NA,pseudoword,related,call,TOSUNICATUAL,71101,IB19,Mujer,20,4,13,16,6,0,2,1,5,655.83
short,NA,pseudoword,related,dairy,NATUTON,71102,IA06,Mujer,20,13,9,12,9,0,2,4,0,576.26
short,NA,pseudoword,related,dairy,NATUTON,71102,IA16,Mujer,19,12,15,12,10,1,1,5,0,1239.46
short,NA,pseudoword,related,dairy,NATUTON,71102,IA21,Mujer,19,16,30,29,16,5,6,5,7,767.3
short,NA,pseudoword,related,dairy,NATUTON,71102,IA29,Mujer,20,13,14,17,7,1,2,1,2,634.28
short,NA,pseudoword,related,dairy,NATUTON,71102,IA30,Mujer,20,10,13,18,10,3,2,4,0,828.83
short,NA,pseudoword,related,dairy,NATUTON,71102,IA34,Mujer,20,12,9,19,8,0,1,2,0,887.79
short,NA,pseudoword,related,dairy,NATUTON,71102,IA40,Mujer,20,20,19,27,15,2,5,6,2,553.37
short,NA,pseudoword,related,dairy,NATUTON,71102,IA41,Mujer,18,20,16,22,13,4,3,9,2,613.78
short,NA,pseudoword,related,dairy,NATUTON,71102,IB02,Mujer,19,14,21,17,24,5,2,4,0,595.63
short,NA,pseudoword,related,dairy,NATUTON,71102,IB15,Mujer,19,9,13,20,7,0,2,4,0,505.34
short,NA,pseudoword,related,dairy,NATUTON,71102,IB16,Hombre,17,13,20,19,10,8,3,3,1,503.12
short,NA,pseudoword,related,dairy,NATUTON,71102,IB17,Mujer,23,14,14,15,12,3,2,2,1,1053.4
short,NA,pseudoword,related,dairy,NATUTON,71102,IB20,Hombre,19,17,24,36,26,3,5,11,5,NA
short,NA,pseudoword,related,dairy,NATUTON,71102,IB21,Mujer,20,12,12,24,10,0,4,1,2,NA
short,NA,pseudoword,related,dairy,NATUTON,71102,IB23,Mujer,19,12,17,18,14,2,1,1,1,596.81
short,NA,pseudoword,related,dairy,NATUTON,71102,IB26,Mujer,18,4,13,22,9,0,2,2,0,591.05
short,NA,pseudoword,related,dairy,NATUTON,71102,IB27,Mujer,20,20,16,21,13,1,1,7,2,441.91
