soa,relationproportion,lexicality,relation,prime,target,item ,participant,sex,age,Bilingualism,SPQPos,SPQNeg,SPQDis,OLIFEPos,OLIFENeg,OLIFEDis,OLIFEImp,reactiontime
short,0.705,word,related,call,TELEPHONE,11101,DA27,Female,20,9,20,28,23,4,5,4,4,406.54
short,0.705,word,related,call,TELEPHONE,11101,DA23,Female,18,12,24,19,12,5,1,6,2,727.17
short,0.705,word,related,call,TELEPHONE,11101,DA21,Female,18,7,19,19,14,5,2,1,2,418.35
short,0.705,word,related,call,TELEPHONE,11101,DA22,Female,18,11,24,34,21,2,7,10,5,NA
short,0.705,word,related,call,TELEPHONE,11101,DB32,Female,19,13,17,21,16,1,1,3,4,431.54
short,0.705,word,related,call,TELEPHONE,11101,DA31,Female,21,12,20,10,15,3,2,6,5,539.65
short,0.705,word,related,call,TELEPHONE,11101,DA37,Female,19,4,23,23,19,4,2,8,1,856.89
short,0.705,word,related,call,TELEPHONE,11101,DA18,Female,19,12,18,32,19,4,5,5,3,368.21
short,0.705,word,related,call,TELEPHONE,11101,DA17,Female,19,4,15,9,11,1,1,1,0,1420.36
short,0.705,word,related,call,TELEPHONE,11101,DA02,Male,25,4,14,21,17,3,3,5,5,712.15
short,0.705,word,related,call,TELEPHONE,11101,DB31,Female,21,14,17,15,14,4,2,4,4,453.9
short,0.705,word,related,call,TELEPHONE,11101,DB28,Female,21,16,18,27,18,5,7,8,2,513.51
short,0.705,word,related,call,TELEPHONE,11101,DB12,Female,20,7,13,15,8,3,2,5,0,444.21
short,0.705,word,related,call,TELEPHONE,11101,DB30,Female,20,14,27,28,22,6,3,10,7,433.04
short,0.705,word,related,call,TELEPHONE,11101,DB22,Female,19,20,19,22,12,1,2,3,3,582.58
short,0.705,word,related,call,TELEPHONE,11101,DB05,Female,24,14,31,35,18,9,8,10,6,659.6
short,0.705,word,related,call,TELEPHONE,11101,DA04,Female,21,10,26,30,18,2,4,9,6,932.99
short,0.705,word,related,call,TELEPHONE,11101,DA03,Female,22,16,24,36,24,3,5,4,2,515.4
short,0.705,word,related,call,TELEPHONE,11101,DB29,Female,20,9,18,20,11,3,2,4,2,539.62
short,0.705,word,related,call,TELEPHONE,11101,DB19,Female,21,15,18,19,14,1,5,3,1,674.01
short,0.705,word,related,call,TELEPHONE,11101,DB15,Female,18,14,10,28,15,0,5,1,4,NA
short,0.705,word,related,call,TELEPHONE,11101,DA07,Male,19,14,19,25,19,1,4,6,1,NA
long,0.705,word,related,call,TELEPHONE,12101,DA28,Female,24,12,10,12,10,1,4,5,1,443.35
long,0.705,word,related,call,TELEPHONE,12101,DA30,Female,19,6,14,15,15,0,1,6,2,439.26
long,0.705,word,related,call,TELEPHONE,12101,DB35,Female,22,11,14,11,8,2,1,1,1,736.48
long,0.705,word,related,call,TELEPHONE,12101,DB24,Female,20,14,12,23,17,3,3,7,2,432.08
long,0.705,word,related,call,TELEPHONE,12101,DB06,Female,19,7,16,27,13,1,2,4,1,820.92
long,0.705,word,related,call,TELEPHONE,12101,DA05,Female,21,15,13,32,16,0,7,7,4,379.32
long,0.705,word,related,call,TELEPHONE,12101,DB44,Female,18,16,21,25,14,5,2,10,6,688.31
long,0.705,word,related,call,TELEPHONE,12101,DB18,Male,19,7,12,20,20,1,3,3,5,1108.86
long,0.705,word,related,call,TELEPHONE,12101,DA36,Male,21,12,11,17,14,0,1,4,2,759.04
long,0.705,word,related,call,TELEPHONE,12101,DB27,Female,21,15,13,34,19,2,4,10,2,359.28
long,0.705,word,related,call,TELEPHONE,12101,DB04,Female,19,6,9,15,10,0,3,2,0,452.58
long,0.705,word,related,call,TELEPHONE,12101,DA09,Female,18,14,20,17,11,2,3,3,2,827.83
long,0.705,word,related,call,TELEPHONE,12101,DB11,Female,18,13,20,21,16,6,3,8,5,470.45
long,0.705,word,related,call,TELEPHONE,12101,DB34,Female,19,14,11,14,8,0,5,4,0,429.64
long,0.705,word,related,call,TELEPHONE,12101,DA01,Female,22,9,9,21,14,3,3,5,1,572.65
long,0.705,word,related,call,TELEPHONE,12101,DB17,Female,19,14,21,24,14,3,2,6,3,608.52
long,0.705,word,related,call,TELEPHONE,12101,DB33,Female,20,18,9,25,12,2,7,3,2,511.93
long,0.705,word,related,call,TELEPHONE,12101,DB21,Female,18,20,21,12,15,3,3,0,2,681.06
long,0.705,word,related,call,TELEPHONE,12101,DA33,Female,18,13,12,19,7,0,3,2,1,392.38
long,0.705,word,related,call,TELEPHONE,12101,DA24,Female,18,4,21,13,9,3,2,2,3,384.54
long,0.705,word,related,call,TELEPHONE,12101,DA20,Female,19,16,14,17,14,0,1,3,2,524.97
long,0.705,word,related,call,TELEPHONE,12101,DB25,Female,18,14,16,12,7,4,1,2,4,450.85
long,0.705,word,related,call,TELEPHONE,12101,DA26,Female,18,13,21,27,22,6,7,8,3,589.82
long,0.705,word,related,call,TELEPHONE,12101,DA40,Male,21,16,16,16,6,6,1,2,3,723.68
long,0.705,word,related,call,TELEPHONE,12101,DB42,Female,18,20,20,17,19,5,1,5,5,723.68
long,0.705,word,related,call,TELEPHONE,12101,DA39,Female,17,4,17,14,15,4,1,4,2,840.5
long,0.705,word,related,call,TELEPHONE,12101,DA12,Female,22,12,12,12,8,0,1,0,0,521.96
long,0.705,word,related,call,TELEPHONE,12101,DA11,Male,19,13,24,26,17,7,4,7,5,629.21
long,0.705,word,related,call,TELEPHONE,12101,DA32,Female,27,20,24,27,15,4,2,11,1,572.53
long,0.705,word,related,call,TELEPHONE,12101,DB38,Female,19,12,24,26,16,4,3,3,2,530.67
long,0.705,word,related,call,TELEPHONE,12101,DA08,Female,19,14,24,19,17,4,2,7,3,425.39
long,0.705,word,related,call,TELEPHONE,12101,DB16,Female,19,14,11,14,8,1,1,1,0,468.03
long,0.705,word,related,call,TELEPHONE,12101,DA16,Female,19,11,16,26,12,5,3,5,0,617.64
long,0.705,word,related,call,TELEPHONE,12101,DB39,Female,18,4,13,19,9,2,1,4,1,526.38
long,0.705,word,related,call,TELEPHONE,12101,DB41,Female,19,8,12,13,8,1,1,0,1,526.38
long,0.705,word,related,call,TELEPHONE,12101,DB45,Female,18,14,24,39,17,4,5,10,7,579.01
long,0.705,word,related,call,TELEPHONE,12101,DA15,Female,21,5,10,22,10,0,3,1,0,472
long,0.705,word,related,call,TELEPHONE,12101,DB20,Female,19,8,8,19,9,0,5,1,0,445.07
long,0.705,word,related,call,TELEPHONE,12101,DA06,Female,18,6,27,22,11,4,4,5,3,718.77
long,0.705,word,related,call,TELEPHONE,12101,DB13,Female,19,16,17,25,21,3,3,2,1,775.86
long,0.705,word,related,call,TELEPHONE,12101,DA29,Female,19,20,26,28,18,3,4,9,5,784.11
long,0.705,word,related,call,TELEPHONE,12101,DA41,Female,19,6,9,14,8,0,2,5,1,818.67
long,0.705,word,related,call,TELEPHONE,12101,DB43,Female,21,12,19,24,14,3,6,7,5,818.67
long,0.705,word,related,call,TELEPHONE,12101,DB23,Female,18,8,32,24,20,10,2,7,4,495.06
long,0.705,word,related,call,TELEPHONE,12101,DB36,Female,19,11,20,13,17,4,2,7,4,500.33
long,0.705,word,related,call,TELEPHONE,12101,DA14,Female,19,13,24,19,14,3,1,0,5,675.41
long,0.705,word,related,call,TELEPHONE,12101,DB26,Female,19,4,21,21,19,3,3,4,2,469.06
long,0.705,word,related,call,TELEPHONE,12101,DB01,Female,23,9,19,10,9,4,1,5,3,524.56
long,0.705,word,related,call,TELEPHONE,12101,DB37,Female,22,13,12,13,6,2,3,2,1,426.09
long,0.705,word,related,call,TELEPHONE,12101,DB08,Female,19,12,19,11,15,5,1,4,4,832.47
long,0.705,word,related,call,TELEPHONE,12101,DA10,Female,21,13,14,26,19,2,4,6,5,378.09
long,0.705,word,related,call,TELEPHONE,12101,DA25,Female,19,4,22,18,14,4,3,6,5,517.87
long,0.705,word,related,call,TELEPHONE,12101,DA38,Female,19,8,18,15,22,2,1,8,5,648.09
long,0.705,word,related,call,TELEPHONE,12101,DB40,Female,24,7,8,12,6,0,1,0,1,648.09
long,0.705,word,related,call,TELEPHONE,12101,DB09,Female,23,11,19,26,18,1,3,2,2,400.96
long,0.705,word,related,call,TELEPHONE,12101,DA34,Female,20,12,8,9,19,1,1,6,5,657.93
long,0.705,word,related,call,TELEPHONE,12101,DA13,Female,23,6,19,15,10,1,2,1,2,732.9
long,0.705,word,related,call,TELEPHONE,12101,DA19,Male,20,13,22,30,29,2,6,8,3,557.92
long,0.705,word,related,call,TELEPHONE,12101,DB07,Male,18,12,13,29,11,2,2,7,4,677.14
long,0.705,word,related,call,TELEPHONE,12101,DA27,Female,20,9,20,28,23,4,5,4,4,500.64
long,0.705,word,related,call,TELEPHONE,12101,DA23,Female,18,12,24,19,12,5,1,6,2,481.16
long,0.705,word,related,call,TELEPHONE,12101,DA21,Female,18,7,19,19,14,5,2,1,2,645.58
long,0.705,word,related,call,TELEPHONE,12101,DA22,Female,18,11,24,34,21,2,7,10,5,678.26
long,0.705,word,related,call,TELEPHONE,12101,DB32,Female,19,13,17,21,16,1,1,3,4,391.7
long,0.705,word,related,call,TELEPHONE,12101,DA31,Female,21,12,20,10,15,3,2,6,5,709.57
long,0.705,word,related,call,TELEPHONE,12101,DA37,Female,19,4,23,23,19,4,2,8,1,NA
long,0.705,word,related,call,TELEPHONE,12101,DA18,Female,19,12,18,32,19,4,5,5,3,520.56
long,0.705,word,related,call,TELEPHONE,12101,DA17,Female,19,4,15,9,11,1,1,1,0,558.3
long,0.705,word,related,call,TELEPHONE,12101,DA02,Male,25,4,14,21,17,3,3,5,5,709.83
long,0.705,word,related,call,TELEPHONE,12101,DB31,Female,21,14,17,15,14,4,2,4,4,491.91
long,0.705,word,related,call,TELEPHONE,12101,DB28,Female,21,16,18,27,18,5,7,8,2,NA
long,0.705,word,related,call,TELEPHONE,12101,DB12,Female,20,7,13,15,8,3,2,5,0,304.2
long,0.705,word,related,call,TELEPHONE,12101,DB30,Female,20,14,27,28,22,6,3,10,7,397.63
long,0.705,word,related,call,TELEPHONE,12101,DB22,Female,19,20,19,22,12,1,2,3,3,1385.52
long,0.705,word,related,call,TELEPHONE,12101,DB05,Female,24,14,31,35,18,9,8,10,6,1166.55
long,0.705,word,related,call,TELEPHONE,12101,DA04,Female,21,10,26,30,18,2,4,9,6,665.08
long,0.705,word,related,call,TELEPHONE,12101,DA03,Female,22,16,24,36,24,3,5,4,2,549.05
long,0.705,word,related,call,TELEPHONE,12101,DB29,Female,20,9,18,20,11,3,2,4,2,557.72
long,0.705,word,related,call,TELEPHONE,12101,DB19,Female,21,15,18,19,14,1,5,3,1,1109.11
long,0.705,word,related,call,TELEPHONE,12101,DB15,Female,18,14,10,28,15,0,5,1,4,438.62
long,0.705,word,related,call,TELEPHONE,12101,DA07,Male,19,14,19,25,19,1,4,6,1,748.73
short,NA,pseudoword,related,call,BOLUSONO,51101,DA28,Female,24,12,10,12,10,1,4,5,1,678.37
short,NA,pseudoword,related,call,BOLUSONO,51101,DA30,Female,19,6,14,15,15,0,1,6,2,546.59
short,NA,pseudoword,related,call,BOLUSONO,51101,DB35,Female,22,11,14,11,8,2,1,1,1,891.42
short,NA,pseudoword,related,call,BOLUSONO,51101,DB24,Female,20,14,12,23,17,3,3,7,2,509.13
short,NA,pseudoword,related,call,BOLUSONO,51101,DB06,Female,19,7,16,27,13,1,2,4,1,812.96
short,NA,pseudoword,related,call,BOLUSONO,51101,DA05,Female,21,15,13,32,16,0,7,7,4,455.61
short,NA,pseudoword,related,call,BOLUSONO,51101,DB44,Female,18,16,21,25,14,5,2,10,6,978.65
short,NA,pseudoword,related,call,BOLUSONO,51101,DB18,Male,19,7,12,20,20,1,3,3,5,602.87
short,NA,pseudoword,related,call,BOLUSONO,51101,DA36,Male,21,12,11,17,14,0,1,4,2,978.33
short,NA,pseudoword,related,call,BOLUSONO,51101,DB27,Female,21,15,13,34,19,2,4,10,2,516.69
short,NA,pseudoword,related,call,BOLUSONO,51101,DB04,Female,19,6,9,15,10,0,3,2,0,460.69
short,NA,pseudoword,related,call,BOLUSONO,51101,DA09,Female,18,14,20,17,11,2,3,3,2,613.41
short,NA,pseudoword,related,call,BOLUSONO,51101,DB11,Female,18,13,20,21,16,6,3,8,5,591.41
short,NA,pseudoword,related,call,BOLUSONO,51101,DB34,Female,19,14,11,14,8,0,5,4,0,556.69
short,NA,pseudoword,related,call,BOLUSONO,51101,DA01,Female,22,9,9,21,14,3,3,5,1,658.43
short,NA,pseudoword,related,call,BOLUSONO,51101,DB17,Female,19,14,21,24,14,3,2,6,3,684.1
short,NA,pseudoword,related,call,BOLUSONO,51101,DB33,Female,20,18,9,25,12,2,7,3,2,660.1
short,NA,pseudoword,related,call,BOLUSONO,51101,DB21,Female,18,20,21,12,15,3,3,0,2,1060.05
short,NA,pseudoword,related,call,BOLUSONO,51101,DA33,Female,18,13,12,19,7,0,3,2,1,582.51
short,NA,pseudoword,related,call,BOLUSONO,51101,DA24,Female,18,4,21,13,9,3,2,2,3,1185.47
short,NA,pseudoword,related,call,BOLUSONO,51101,DA20,Female,19,16,14,17,14,0,1,3,2,735.73
short,NA,pseudoword,related,call,BOLUSONO,51101,DB25,Female,18,14,16,12,7,4,1,2,4,631.08
short,NA,pseudoword,related,call,BOLUSONO,51101,DA26,Female,18,13,21,27,22,6,7,8,3,691.48
short,NA,pseudoword,related,call,BOLUSONO,51101,DA40,Male,21,16,16,16,6,6,1,2,3,702.45
short,NA,pseudoword,related,call,BOLUSONO,51101,DB42,Female,18,20,20,17,19,5,1,5,5,702.45
short,NA,pseudoword,related,call,BOLUSONO,51101,DA39,Female,17,4,17,14,15,4,1,4,2,694.38
short,NA,pseudoword,related,call,BOLUSONO,51101,DA12,Female,22,12,12,12,8,0,1,0,0,539.82
short,NA,pseudoword,related,call,BOLUSONO,51101,DA11,Male,19,13,24,26,17,7,4,7,5,684.84
short,NA,pseudoword,related,call,BOLUSONO,51101,DA32,Female,27,20,24,27,15,4,2,11,1,629.75
short,NA,pseudoword,related,call,BOLUSONO,51101,DB38,Female,19,12,24,26,16,4,3,3,2,700.07
short,NA,pseudoword,related,call,BOLUSONO,51101,DA08,Female,19,14,24,19,17,4,2,7,3,523.56
short,NA,pseudoword,related,call,BOLUSONO,51101,DB16,Female,19,14,11,14,8,1,1,1,0,1038.3
short,NA,pseudoword,related,call,BOLUSONO,51101,DA16,Female,19,11,16,26,12,5,3,5,0,734.95
short,NA,pseudoword,related,call,BOLUSONO,51101,DB39,Female,18,4,13,19,9,2,1,4,1,604.42
short,NA,pseudoword,related,call,BOLUSONO,51101,DB41,Female,19,8,12,13,8,1,1,0,1,604.42
short,NA,pseudoword,related,call,BOLUSONO,51101,DB45,Female,18,14,24,39,17,4,5,10,7,780.13
short,NA,pseudoword,related,call,BOLUSONO,51101,DA15,Female,21,5,10,22,10,0,3,1,0,559.29
short,NA,pseudoword,related,call,BOLUSONO,51101,DB20,Female,19,8,8,19,9,0,5,1,0,604.26
short,NA,pseudoword,related,call,BOLUSONO,51101,DA06,Female,18,6,27,22,11,4,4,5,3,745.88
short,NA,pseudoword,related,call,BOLUSONO,51101,DB13,Female,19,16,17,25,21,3,3,2,1,749.07
short,NA,pseudoword,related,call,BOLUSONO,51101,DA29,Female,19,20,26,28,18,3,4,9,5,964
short,NA,pseudoword,related,call,BOLUSONO,51101,DA41,Female,19,6,9,14,8,0,2,5,1,979.32
short,NA,pseudoword,related,call,BOLUSONO,51101,DB43,Female,21,12,19,24,14,3,6,7,5,979.32
short,NA,pseudoword,related,call,BOLUSONO,51101,DB23,Female,18,8,32,24,20,10,2,7,4,554.76
short,NA,pseudoword,related,call,BOLUSONO,51101,DB36,Female,19,11,20,13,17,4,2,7,4,534.1
short,NA,pseudoword,related,call,BOLUSONO,51101,DA14,Female,19,13,24,19,14,3,1,0,5,714.36
short,NA,pseudoword,related,call,BOLUSONO,51101,DB26,Female,19,4,21,21,19,3,3,4,2,1017.05
short,NA,pseudoword,related,call,BOLUSONO,51101,DB01,Female,23,9,19,10,9,4,1,5,3,718.84
short,NA,pseudoword,related,call,BOLUSONO,51101,DB37,Female,22,13,12,13,6,2,3,2,1,456.16
short,NA,pseudoword,related,call,BOLUSONO,51101,DB08,Female,19,12,19,11,15,5,1,4,4,1185.94
short,NA,pseudoword,related,call,BOLUSONO,51101,DA10,Female,21,13,14,26,19,2,4,6,5,567.42
short,NA,pseudoword,related,call,BOLUSONO,51101,DA25,Female,19,4,22,18,14,4,3,6,5,529.09
short,NA,pseudoword,related,call,BOLUSONO,51101,DA38,Female,19,8,18,15,22,2,1,8,5,610.08
short,NA,pseudoword,related,call,BOLUSONO,51101,DB40,Female,24,7,8,12,6,0,1,0,1,610.08
short,NA,pseudoword,related,call,BOLUSONO,51101,DB09,Female,23,11,19,26,18,1,3,2,2,698.59
short,NA,pseudoword,related,call,BOLUSONO,51101,DA34,Female,20,12,8,9,19,1,1,6,5,1049.65
short,NA,pseudoword,related,call,BOLUSONO,51101,DA13,Female,23,6,19,15,10,1,2,1,2,906.16
short,NA,pseudoword,related,call,BOLUSONO,51101,DA19,Male,20,13,22,30,29,2,6,8,3,NA
short,NA,pseudoword,related,call,BOLUSONO,51101,DB07,Male,18,12,13,29,11,2,2,7,4,600.1
short,NA,pseudoword,related,call,BOLUSONO,51101,DA27,Female,20,9,20,28,23,4,5,4,4,515.09
short,NA,pseudoword,related,call,BOLUSONO,51101,DA23,Female,18,12,24,19,12,5,1,6,2,729.87
short,NA,pseudoword,related,call,BOLUSONO,51101,DA21,Female,18,7,19,19,14,5,2,1,2,1067.68
short,NA,pseudoword,related,call,BOLUSONO,51101,DA22,Female,18,11,24,34,21,2,7,10,5,881.63
short,NA,pseudoword,related,call,BOLUSONO,51101,DB32,Female,19,13,17,21,16,1,1,3,4,636.81
short,NA,pseudoword,related,call,BOLUSONO,51101,DA31,Female,21,12,20,10,15,3,2,6,5,683.38
short,NA,pseudoword,related,call,BOLUSONO,51101,DA37,Female,19,4,23,23,19,4,2,8,1,1103.57
short,NA,pseudoword,related,call,BOLUSONO,51101,DA18,Female,19,12,18,32,19,4,5,5,3,809.87
short,NA,pseudoword,related,call,BOLUSONO,51101,DA17,Female,19,4,15,9,11,1,1,1,0,1121.65
short,NA,pseudoword,related,call,BOLUSONO,51101,DA02,Male,25,4,14,21,17,3,3,5,5,1231.22
short,NA,pseudoword,related,call,BOLUSONO,51101,DB31,Female,21,14,17,15,14,4,2,4,4,682.61
short,NA,pseudoword,related,call,BOLUSONO,51101,DB28,Female,21,16,18,27,18,5,7,8,2,623
short,NA,pseudoword,related,call,BOLUSONO,51101,DB12,Female,20,7,13,15,8,3,2,5,0,513.22
short,NA,pseudoword,related,call,BOLUSONO,51101,DB30,Female,20,14,27,28,22,6,3,10,7,575.05
short,NA,pseudoword,related,call,BOLUSONO,51101,DB22,Female,19,20,19,22,12,1,2,3,3,680.53
short,NA,pseudoword,related,call,BOLUSONO,51101,DB05,Female,24,14,31,35,18,9,8,10,6,804.4
short,NA,pseudoword,related,call,BOLUSONO,51101,DA04,Female,21,10,26,30,18,2,4,9,6,NA
short,NA,pseudoword,related,call,BOLUSONO,51101,DA03,Female,22,16,24,36,24,3,5,4,2,803.46
short,NA,pseudoword,related,call,BOLUSONO,51101,DB29,Female,20,9,18,20,11,3,2,4,2,650.01
short,NA,pseudoword,related,call,BOLUSONO,51101,DB19,Female,21,15,18,19,14,1,5,3,1,723.62
short,NA,pseudoword,related,call,BOLUSONO,51101,DB15,Female,18,14,10,28,15,0,5,1,4,NA
short,NA,pseudoword,related,call,BOLUSONO,51101,DA07,Male,19,14,19,25,19,1,4,6,1,NA
long,NA,pseudoword,related,call,BOLUSONO,52101,DA28,Female,24,12,10,12,10,1,4,5,1,571.88
long,NA,pseudoword,related,call,BOLUSONO,52101,DA30,Female,19,6,14,15,15,0,1,6,2,476.47
long,NA,pseudoword,related,call,BOLUSONO,52101,DB35,Female,22,11,14,11,8,2,1,1,1,633.47
long,NA,pseudoword,related,call,BOLUSONO,52101,DB24,Female,20,14,12,23,17,3,3,7,2,507.32
long,NA,pseudoword,related,call,BOLUSONO,52101,DB06,Female,19,7,16,27,13,1,2,4,1,714.81
long,NA,pseudoword,related,call,BOLUSONO,52101,DA05,Female,21,15,13,32,16,0,7,7,4,452.64
long,NA,pseudoword,related,call,BOLUSONO,52101,DB44,Female,18,16,21,25,14,5,2,10,6,824.12
long,NA,pseudoword,related,call,BOLUSONO,52101,DB18,Male,19,7,12,20,20,1,3,3,5,878.52
long,NA,pseudoword,related,call,BOLUSONO,52101,DA36,Male,21,12,11,17,14,0,1,4,2,881.11
long,NA,pseudoword,related,call,BOLUSONO,52101,DB27,Female,21,15,13,34,19,2,4,10,2,602.56
long,NA,pseudoword,related,call,BOLUSONO,52101,DB04,Female,19,6,9,15,10,0,3,2,0,502.82
long,NA,pseudoword,related,call,BOLUSONO,52101,DA09,Female,18,14,20,17,11,2,3,3,2,697.07
long,NA,pseudoword,related,call,BOLUSONO,52101,DB11,Female,18,13,20,21,16,6,3,8,5,841.03
long,NA,pseudoword,related,call,BOLUSONO,52101,DB34,Female,19,14,11,14,8,0,5,4,0,664.93
long,NA,pseudoword,related,call,BOLUSONO,52101,DA01,Female,22,9,9,21,14,3,3,5,1,538.46
long,NA,pseudoword,related,call,BOLUSONO,52101,DB17,Female,19,14,21,24,14,3,2,6,3,800.7
long,NA,pseudoword,related,call,BOLUSONO,52101,DB33,Female,20,18,9,25,12,2,7,3,2,1174.46
long,NA,pseudoword,related,call,BOLUSONO,52101,DB21,Female,18,20,21,12,15,3,3,0,2,1127.66
long,NA,pseudoword,related,call,BOLUSONO,52101,DA33,Female,18,13,12,19,7,0,3,2,1,443.7
long,NA,pseudoword,related,call,BOLUSONO,52101,DA24,Female,18,4,21,13,9,3,2,2,3,865.3
long,NA,pseudoword,related,call,BOLUSONO,52101,DA20,Female,19,16,14,17,14,0,1,3,2,479.36
long,NA,pseudoword,related,call,BOLUSONO,52101,DB25,Female,18,14,16,12,7,4,1,2,4,914.87
long,NA,pseudoword,related,call,BOLUSONO,52101,DA26,Female,18,13,21,27,22,6,7,8,3,513.74
long,NA,pseudoword,related,call,BOLUSONO,52101,DA40,Male,21,16,16,16,6,6,1,2,3,944.4
long,NA,pseudoword,related,call,BOLUSONO,52101,DB42,Female,18,20,20,17,19,5,1,5,5,944.4
long,NA,pseudoword,related,call,BOLUSONO,52101,DA39,Female,17,4,17,14,15,4,1,4,2,845.22
long,NA,pseudoword,related,call,BOLUSONO,52101,DA12,Female,22,12,12,12,8,0,1,0,0,677.66
long,NA,pseudoword,related,call,BOLUSONO,52101,DA11,Male,19,13,24,26,17,7,4,7,5,571.63
long,NA,pseudoword,related,call,BOLUSONO,52101,DA32,Female,27,20,24,27,15,4,2,11,1,643.83
long,NA,pseudoword,related,call,BOLUSONO,52101,DB38,Female,19,12,24,26,16,4,3,3,2,680.77
long,NA,pseudoword,related,call,BOLUSONO,52101,DA08,Female,19,14,24,19,17,4,2,7,3,499.82
long,NA,pseudoword,related,call,BOLUSONO,52101,DB16,Female,19,14,11,14,8,1,1,1,0,785.18
long,NA,pseudoword,related,call,BOLUSONO,52101,DA16,Female,19,11,16,26,12,5,3,5,0,700.19
long,NA,pseudoword,related,call,BOLUSONO,52101,DB39,Female,18,4,13,19,9,2,1,4,1,528.18
long,NA,pseudoword,related,call,BOLUSONO,52101,DB41,Female,19,8,12,13,8,1,1,0,1,528.18
long,NA,pseudoword,related,call,BOLUSONO,52101,DB45,Female,18,14,24,39,17,4,5,10,7,738.2
long,NA,pseudoword,related,call,BOLUSONO,52101,DA15,Female,21,5,10,22,10,0,3,1,0,468.71
long,NA,pseudoword,related,call,BOLUSONO,52101,DB20,Female,19,8,8,19,9,0,5,1,0,862.14
long,NA,pseudoword,related,call,BOLUSONO,52101,DA06,Female,18,6,27,22,11,4,4,5,3,1267.32
long,NA,pseudoword,related,call,BOLUSONO,52101,DB13,Female,19,16,17,25,21,3,3,2,1,1237.02
long,NA,pseudoword,related,call,BOLUSONO,52101,DA29,Female,19,20,26,28,18,3,4,9,5,1034.91
long,NA,pseudoword,related,call,BOLUSONO,52101,DA41,Female,19,6,9,14,8,0,2,5,1,995.02
long,NA,pseudoword,related,call,BOLUSONO,52101,DB43,Female,21,12,19,24,14,3,6,7,5,995.02
long,NA,pseudoword,related,call,BOLUSONO,52101,DB23,Female,18,8,32,24,20,10,2,7,4,722.25
long,NA,pseudoword,related,call,BOLUSONO,52101,DB36,Female,19,11,20,13,17,4,2,7,4,584.61
long,NA,pseudoword,related,call,BOLUSONO,52101,DA14,Female,19,13,24,19,14,3,1,0,5,637.07
long,NA,pseudoword,related,call,BOLUSONO,52101,DB26,Female,19,4,21,21,19,3,3,4,2,717.77
long,NA,pseudoword,related,call,BOLUSONO,52101,DB01,Female,23,9,19,10,9,4,1,5,3,747.97
long,NA,pseudoword,related,call,BOLUSONO,52101,DB37,Female,22,13,12,13,6,2,3,2,1,487.61
long,NA,pseudoword,related,call,BOLUSONO,52101,DB08,Female,19,12,19,11,15,5,1,4,4,738.25
long,NA,pseudoword,related,call,BOLUSONO,52101,DA10,Female,21,13,14,26,19,2,4,6,5,478.76
long,NA,pseudoword,related,call,BOLUSONO,52101,DA25,Female,19,4,22,18,14,4,3,6,5,781.44
long,NA,pseudoword,related,call,BOLUSONO,52101,DA38,Female,19,8,18,15,22,2,1,8,5,1041.51
long,NA,pseudoword,related,call,BOLUSONO,52101,DB40,Female,24,7,8,12,6,0,1,0,1,1041.51
long,NA,pseudoword,related,call,BOLUSONO,52101,DB09,Female,23,11,19,26,18,1,3,2,2,1933.53
long,NA,pseudoword,related,call,BOLUSONO,52101,DA34,Female,20,12,8,9,19,1,1,6,5,730.36
long,NA,pseudoword,related,call,BOLUSONO,52101,DA13,Female,23,6,19,15,10,1,2,1,2,524.21
long,NA,pseudoword,related,call,BOLUSONO,52101,DA19,Male,20,13,22,30,29,2,6,8,3,1046.98
long,NA,pseudoword,related,call,BOLUSONO,52101,DB07,Male,18,12,13,29,11,2,2,7,4,897.17
long,NA,pseudoword,related,call,BOLUSONO,52101,DA27,Female,20,9,20,28,23,4,5,4,4,570.73
long,NA,pseudoword,related,call,BOLUSONO,52101,DA23,Female,18,12,24,19,12,5,1,6,2,802.12
long,NA,pseudoword,related,call,BOLUSONO,52101,DA21,Female,18,7,19,19,14,5,2,1,2,601.55
long,NA,pseudoword,related,call,BOLUSONO,52101,DA22,Female,18,11,24,34,21,2,7,10,5,853.61
long,NA,pseudoword,related,call,BOLUSONO,52101,DB32,Female,19,13,17,21,16,1,1,3,4,796.93
long,NA,pseudoword,related,call,BOLUSONO,52101,DA31,Female,21,12,20,10,15,3,2,6,5,661.38
long,NA,pseudoword,related,call,BOLUSONO,52101,DA37,Female,19,4,23,23,19,4,2,8,1,580.24
long,NA,pseudoword,related,call,BOLUSONO,52101,DA18,Female,19,12,18,32,19,4,5,5,3,1079.01
long,NA,pseudoword,related,call,BOLUSONO,52101,DA17,Female,19,4,15,9,11,1,1,1,0,758.22
long,NA,pseudoword,related,call,BOLUSONO,52101,DA02,Male,25,4,14,21,17,3,3,5,5,642.68
long,NA,pseudoword,related,call,BOLUSONO,52101,DB31,Female,21,14,17,15,14,4,2,4,4,626.58
long,NA,pseudoword,related,call,BOLUSONO,52101,DB28,Female,21,16,18,27,18,5,7,8,2,860.19
long,NA,pseudoword,related,call,BOLUSONO,52101,DB12,Female,20,7,13,15,8,3,2,5,0,529.06
long,NA,pseudoword,related,call,BOLUSONO,52101,DB30,Female,20,14,27,28,22,6,3,10,7,492.99
long,NA,pseudoword,related,call,BOLUSONO,52101,DB22,Female,19,20,19,22,12,1,2,3,3,410.96
